"id","block","trial","left_stim","right_stim","chosen_stim","payout","choice","trial_type"
"74jad3xxwnimmokeoj0b1cvb",1,14,1,0,0,"0.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",1,15,-1,3,-1,"NULL","left","forced"
"74jad3xxwnimmokeoj0b1cvb",1,16,0,-1,0,"1.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",1,17,0,-1,0,"1.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",1,18,-1,2,2,"1.0","right","forced"
"74jad3xxwnimmokeoj0b1cvb",1,19,2,-1,2,"0.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",1,20,1,-1,1,"0.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",1,21,0,2,0,"1.0","left","free"
"74jad3xxwnimmokeoj0b1cvb",1,22,2,-1,2,"0.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",1,23,1,0,0,"1.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",1,24,-1,3,-1,"NULL","left","forced"
"74jad3xxwnimmokeoj0b1cvb",1,25,-1,2,2,"1.0","right","forced"
"74jad3xxwnimmokeoj0b1cvb",1,26,-1,2,2,"1.0","right","forced"
"74jad3xxwnimmokeoj0b1cvb",1,27,1,3,3,"0.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",1,28,-1,0,0,"1.0","right","forced"
"74jad3xxwnimmokeoj0b1cvb",1,29,0,-1,0,"0.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",1,30,1,3,1,"0.0","left","free"
"74jad3xxwnimmokeoj0b1cvb",1,31,-1,3,3,"0.0","right","forced"
"74jad3xxwnimmokeoj0b1cvb",1,32,2,0,0,"1.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",1,33,1,-1,1,"0.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",1,34,1,0,0,"1.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",1,35,3,1,1,"1.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",1,36,1,-1,1,"1.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",1,37,3,2,2,"0.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",1,38,1,3,3,"1.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",1,39,-1,3,3,"0.0","right","forced"
"74jad3xxwnimmokeoj0b1cvb",1,40,3,-1,3,"1.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",1,41,1,-1,1,"0.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",1,42,2,1,2,"1.0","left","free"
"74jad3xxwnimmokeoj0b1cvb",1,43,0,-1,0,"0.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",1,44,3,0,0,"1.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",1,45,2,3,2,"0.0","left","free"
"74jad3xxwnimmokeoj0b1cvb",1,46,2,3,2,"0.0","left","free"
"74jad3xxwnimmokeoj0b1cvb",1,47,0,1,1,"0.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",1,48,-1,3,3,"0.0","right","forced"
"74jad3xxwnimmokeoj0b1cvb",2,1,3,0,0,"1.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",2,2,3,0,0,"1.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",2,3,2,0,0,"1.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",2,4,2,1,2,"1.0","left","free"
"74jad3xxwnimmokeoj0b1cvb",2,5,1,-1,1,"0.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",2,6,1,2,2,"0.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",2,7,-1,0,0,"1.0","right","forced"
"74jad3xxwnimmokeoj0b1cvb",2,8,-1,2,2,"1.0","right","forced"
"74jad3xxwnimmokeoj0b1cvb",2,9,3,2,2,"0.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",2,10,1,2,1,"0.0","left","free"
"74jad3xxwnimmokeoj0b1cvb",2,11,1,-1,1,"0.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",2,12,0,3,0,"0.0","left","free"
"74jad3xxwnimmokeoj0b1cvb",2,13,0,2,2,"1.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",2,14,1,0,0,"0.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",2,15,-1,3,3,"1.0","right","forced"
"74jad3xxwnimmokeoj0b1cvb",2,16,0,-1,0,"1.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",2,17,0,-1,0,"1.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",2,18,-1,2,2,"0.0","right","forced"
"74jad3xxwnimmokeoj0b1cvb",2,19,2,-1,2,"1.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",2,20,1,-1,1,"1.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",2,21,0,2,0,"1.0","left","free"
"74jad3xxwnimmokeoj0b1cvb",2,22,2,-1,-1,"NULL","right","forced"
"74jad3xxwnimmokeoj0b1cvb",2,23,1,0,0,"1.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",2,24,-1,3,3,"1.0","right","forced"
"74jad3xxwnimmokeoj0b1cvb",2,25,-1,2,2,"0.0","right","forced"
"74jad3xxwnimmokeoj0b1cvb",2,26,-1,2,2,"0.0","right","forced"
"74jad3xxwnimmokeoj0b1cvb",2,27,1,3,1,"0.0","left","free"
"74jad3xxwnimmokeoj0b1cvb",2,28,-1,0,0,"1.0","right","forced"
"74jad3xxwnimmokeoj0b1cvb",2,29,0,-1,0,"1.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",2,30,1,3,3,"1.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",2,31,-1,3,3,"0.0","right","forced"
"74jad3xxwnimmokeoj0b1cvb",2,32,2,0,0,"1.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",2,33,1,-1,1,"0.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",2,34,1,0,0,"1.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",2,35,3,1,3,"1.0","left","free"
"74jad3xxwnimmokeoj0b1cvb",2,36,1,-1,1,"1.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",2,37,3,2,2,"1.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",2,38,1,3,1,"0.0","left","free"
"74jad3xxwnimmokeoj0b1cvb",2,39,-1,3,3,"1.0","right","forced"
"74jad3xxwnimmokeoj0b1cvb",2,40,3,-1,3,"1.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",2,41,1,-1,1,"0.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",2,42,2,1,2,"0.0","left","free"
"74jad3xxwnimmokeoj0b1cvb",2,43,0,-1,0,"1.0","left","forced"
"74jad3xxwnimmokeoj0b1cvb",2,44,3,0,0,"1.0","right","free"
"74jad3xxwnimmokeoj0b1cvb",2,45,2,3,2,"0.0","left","free"
"74jad3xxwnimmokeoj0b1cvb",2,46,2,3,2,"0.0","left","free"
"74jad3xxwnimmokeoj0b1cvb",2,47,0,1,0,"1.0","left","free"
"74jad3xxwnimmokeoj0b1cvb",2,48,-1,3,3,"0.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,1,-1,1,1,"0.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,2,0,3,3,"0.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",1,3,2,3,3,"1.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",1,4,2,1,1,"0.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",1,5,-1,3,3,"1.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,6,0,3,3,"1.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",1,7,0,1,0,"0.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",1,8,-1,0,0,"0.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,9,2,1,2,"0.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",1,10,-1,1,1,"1.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,11,2,0,0,"1.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",1,12,1,-1,1,"0.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,13,-1,3,3,"0.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,14,1,2,1,"0.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",1,15,3,2,3,"0.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",1,16,0,1,1,"0.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",1,17,1,0,0,"0.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",1,18,0,2,2,"1.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",1,19,-1,1,1,"1.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,20,3,-1,3,"0.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,21,0,-1,0,"0.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,22,3,2,2,"1.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",1,23,0,-1,0,"1.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,24,2,0,2,"0.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",1,25,-1,1,1,"0.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,26,-1,2,2,"1.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,27,0,-1,0,"0.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,28,-1,2,2,"1.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,29,2,-1,2,"1.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,30,3,-1,3,"0.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,31,3,1,3,"0.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",1,32,1,2,2,"1.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",1,33,0,3,3,"0.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",1,34,-1,2,2,"0.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,35,1,3,3,"0.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",1,36,-1,1,1,"1.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,37,-1,2,2,"1.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,38,0,-1,0,"1.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,39,2,-1,2,"1.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,40,0,1,0,"0.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",1,41,3,-1,3,"0.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,42,0,2,0,"1.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",1,43,3,1,3,"0.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",1,44,3,-1,3,"0.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",1,45,2,3,2,"1.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",1,46,1,3,3,"1.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",1,47,0,3,0,"1.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",1,48,-1,0,0,"1.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,1,-1,1,1,"1.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,2,0,3,0,"1.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",2,3,2,3,2,"0.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",2,4,2,1,2,"1.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",2,5,-1,3,3,"0.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,6,0,3,0,"1.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",2,7,0,1,0,"1.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",2,8,-1,0,0,"0.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,9,2,1,2,"0.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",2,10,-1,1,1,"1.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,11,2,0,2,"1.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",2,12,1,-1,1,"1.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,13,-1,3,3,"0.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,14,1,2,1,"1.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",2,15,3,2,3,"0.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",2,16,0,1,0,"1.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",2,17,1,0,0,"0.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",2,18,0,2,0,"1.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",2,19,-1,1,1,"0.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,20,3,-1,3,"0.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,21,0,-1,0,"0.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,22,3,2,2,"1.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",2,23,0,-1,0,"1.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,24,2,0,0,"0.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",2,25,-1,1,1,"0.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,26,-1,2,2,"1.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,27,0,-1,0,"0.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,28,-1,2,2,"1.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,29,2,-1,2,"1.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,30,3,-1,3,"0.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,31,3,1,1,"1.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",2,32,1,2,2,"0.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",2,33,0,3,0,"0.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",2,34,-1,2,2,"1.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,35,1,3,1,"0.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",2,36,-1,1,1,"0.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,37,-1,2,2,"1.0","right","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,38,0,-1,0,"0.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,39,2,-1,2,"1.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,40,0,1,1,"0.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",2,41,3,-1,3,"0.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,42,0,2,2,"1.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",2,43,3,1,1,"1.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",2,44,3,-1,3,"0.0","left","forced"
"7fdwgjsw6jskptqbk8rt01y0",2,45,2,3,3,"0.0","right","free"
"7fdwgjsw6jskptqbk8rt01y0",2,46,1,3,1,"1.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",2,47,0,3,0,"0.0","left","free"
"7fdwgjsw6jskptqbk8rt01y0",2,48,-1,0,0,"1.0","right","forced"
"7honmnye1c528edjodcey4no",1,1,1,0,0,"1.0","right","free"
"7honmnye1c528edjodcey4no",1,2,0,-1,0,"1.0","left","forced"
"7honmnye1c528edjodcey4no",1,3,-1,0,0,"0.0","right","forced"
"7honmnye1c528edjodcey4no",1,4,2,-1,2,"0.0","left","forced"
"7honmnye1c528edjodcey4no",1,5,-1,2,2,"0.0","right","forced"
"7honmnye1c528edjodcey4no",1,6,0,1,0,"1.0","left","free"
"7honmnye1c528edjodcey4no",1,7,1,2,1,"1.0","left","free"
"7honmnye1c528edjodcey4no",1,8,3,-1,3,"0.0","left","forced"
"7honmnye1c528edjodcey4no",1,9,2,-1,2,"0.0","left","forced"
"7honmnye1c528edjodcey4no",1,10,3,0,0,"0.0","right","free"
"7honmnye1c528edjodcey4no",1,11,0,3,3,"0.0","right","free"
"7honmnye1c528edjodcey4no",1,12,-1,2,2,"0.0","right","forced"
"7honmnye1c528edjodcey4no",1,13,1,2,1,"1.0","left","free"
"7honmnye1c528edjodcey4no",1,14,-1,1,1,"1.0","right","forced"
"7honmnye1c528edjodcey4no",1,15,1,2,1,"1.0","left","free"
"7honmnye1c528edjodcey4no",1,16,-1,2,2,"0.0","right","forced"
"7honmnye1c528edjodcey4no",1,17,0,1,1,"0.0","right","free"
"7honmnye1c528edjodcey4no",1,18,3,2,3,"1.0","left","free"
"7honmnye1c528edjodcey4no",1,19,0,2,0,"0.0","left","free"
"7honmnye1c528edjodcey4no",1,20,-1,2,2,"0.0","right","forced"
"7honmnye1c528edjodcey4no",1,21,3,2,3,"0.0","left","free"
"7honmnye1c528edjodcey4no",1,22,3,-1,3,"1.0","left","forced"
"7honmnye1c528edjodcey4no",1,23,2,1,1,"1.0","right","free"
"7honmnye1c528edjodcey4no",1,24,2,3,3,"0.0","right","free"
"7honmnye1c528edjodcey4no",1,25,1,-1,1,"0.0","left","forced"
"7honmnye1c528edjodcey4no",1,26,-1,3,3,"0.0","right","forced"
"7honmnye1c528edjodcey4no",1,27,3,1,1,"1.0","right","free"
"7honmnye1c528edjodcey4no",1,28,3,0,3,"0.0","left","free"
"7honmnye1c528edjodcey4no",1,29,1,-1,1,"1.0","left","forced"
"7honmnye1c528edjodcey4no",1,30,2,0,0,"0.0","right","free"
"7honmnye1c528edjodcey4no",1,31,1,3,1,"1.0","left","free"
"7honmnye1c528edjodcey4no",1,32,3,-1,3,"1.0","left","forced"
"7honmnye1c528edjodcey4no",1,33,0,2,0,"0.0","left","free"
"7honmnye1c528edjodcey4no",1,34,1,-1,1,"0.0","left","forced"
"7honmnye1c528edjodcey4no",1,35,0,-1,0,"1.0","left","forced"
"7honmnye1c528edjodcey4no",1,36,0,-1,0,"1.0","left","forced"
"7honmnye1c528edjodcey4no",1,37,-1,0,0,"0.0","right","forced"
"7honmnye1c528edjodcey4no",1,38,-1,3,3,"1.0","right","forced"
"7honmnye1c528edjodcey4no",1,39,3,1,1,"1.0","right","free"
"7honmnye1c528edjodcey4no",1,40,-1,3,3,"1.0","right","forced"
"7honmnye1c528edjodcey4no",1,41,-1,0,0,"1.0","right","forced"
"7honmnye1c528edjodcey4no",1,42,1,0,1,"1.0","left","free"
"7honmnye1c528edjodcey4no",1,43,0,3,3,"1.0","right","free"
"7honmnye1c528edjodcey4no",1,44,2,0,0,"0.0","right","free"
"7honmnye1c528edjodcey4no",1,45,3,2,3,"1.0","left","free"
"7honmnye1c528edjodcey4no",1,46,1,-1,1,"1.0","left","forced"
"7honmnye1c528edjodcey4no",1,47,1,-1,1,"1.0","left","forced"
"7honmnye1c528edjodcey4no",1,48,3,1,1,"1.0","right","free"
"7honmnye1c528edjodcey4no",2,1,1,0,1,"1.0","left","free"
"7honmnye1c528edjodcey4no",2,2,0,-1,0,"1.0","left","forced"
"7honmnye1c528edjodcey4no",2,3,-1,0,0,"0.0","right","forced"
"7honmnye1c528edjodcey4no",2,4,2,-1,2,"1.0","left","forced"
"7honmnye1c528edjodcey4no",2,5,-1,2,2,"1.0","right","forced"
"7honmnye1c528edjodcey4no",2,6,0,1,1,"1.0","right","free"
"7honmnye1c528edjodcey4no",2,7,1,2,1,"0.0","left","free"
"7honmnye1c528edjodcey4no",2,8,3,-1,3,"0.0","left","forced"
"7honmnye1c528edjodcey4no",2,9,2,-1,2,"0.0","left","forced"
"7honmnye1c528edjodcey4no",2,10,3,0,3,"0.0","left","free"
"7honmnye1c528edjodcey4no",2,11,0,3,0,"1.0","left","free"
"7honmnye1c528edjodcey4no",2,12,-1,2,2,"1.0","right","forced"
"7honmnye1c528edjodcey4no",2,13,1,2,2,"0.0","right","free"
"7honmnye1c528edjodcey4no",2,14,-1,1,1,"1.0","right","forced"
"7honmnye1c528edjodcey4no",2,15,1,2,1,"1.0","left","free"
"7honmnye1c528edjodcey4no",2,16,-1,2,2,"0.0","right","forced"
"7honmnye1c528edjodcey4no",2,17,0,1,1,"1.0","right","free"
"7honmnye1c528edjodcey4no",2,18,3,2,3,"0.0","left","free"
"7honmnye1c528edjodcey4no",2,19,0,2,2,"0.0","right","free"
"7honmnye1c528edjodcey4no",2,20,-1,2,2,"0.0","right","forced"
"7honmnye1c528edjodcey4no",2,21,3,2,3,"0.0","left","free"
"7honmnye1c528edjodcey4no",2,22,3,-1,3,"0.0","left","forced"
"7honmnye1c528edjodcey4no",2,23,2,1,1,"1.0","right","free"
"7honmnye1c528edjodcey4no",2,24,2,3,2,"0.0","left","free"
"7honmnye1c528edjodcey4no",2,25,1,-1,1,"0.0","left","forced"
"7honmnye1c528edjodcey4no",2,26,-1,3,3,"0.0","right","forced"
"7honmnye1c528edjodcey4no",2,27,3,1,1,"0.0","right","free"
"7honmnye1c528edjodcey4no",2,28,3,0,0,"1.0","right","free"
"7honmnye1c528edjodcey4no",2,29,1,-1,1,"1.0","left","forced"
"7honmnye1c528edjodcey4no",2,30,2,0,0,"1.0","right","free"
"7honmnye1c528edjodcey4no",2,31,1,3,1,"1.0","left","free"
"7honmnye1c528edjodcey4no",2,32,3,-1,3,"1.0","left","forced"
"7honmnye1c528edjodcey4no",2,33,0,2,2,"0.0","right","free"
"7honmnye1c528edjodcey4no",2,34,1,-1,1,"1.0","left","forced"
"7honmnye1c528edjodcey4no",2,35,0,-1,0,"1.0","left","forced"
"7honmnye1c528edjodcey4no",2,36,0,-1,0,"1.0","left","forced"
"7honmnye1c528edjodcey4no",2,37,-1,0,0,"0.0","right","forced"
"7honmnye1c528edjodcey4no",2,38,-1,3,3,"1.0","right","forced"
"7honmnye1c528edjodcey4no",2,39,3,1,1,"1.0","right","free"
"7honmnye1c528edjodcey4no",2,40,-1,3,3,"0.0","right","forced"
"7honmnye1c528edjodcey4no",2,41,-1,0,0,"1.0","right","forced"
"7honmnye1c528edjodcey4no",2,42,1,0,1,"1.0","left","free"
"7honmnye1c528edjodcey4no",2,43,0,3,0,"1.0","left","free"
"7honmnye1c528edjodcey4no",2,44,2,0,0,"1.0","right","free"
"7honmnye1c528edjodcey4no",2,45,3,2,2,"0.0","right","free"
"7honmnye1c528edjodcey4no",2,46,1,-1,1,"1.0","left","forced"
"7honmnye1c528edjodcey4no",2,47,1,-1,1,"1.0","left","forced"
"7honmnye1c528edjodcey4no",2,48,3,1,1,"1.0","right","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,1,3,0,3,"1.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,2,1,0,0,"0.0","right","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,3,2,-1,2,"1.0","left","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,4,2,-1,2,"1.0","left","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,5,1,3,1,"0.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,6,0,3,3,"0.0","right","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,7,-1,0,0,"0.0","right","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,8,-1,2,2,"1.0","right","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,9,2,3,2,"1.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,10,3,1,3,"0.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,11,-1,1,1,"0.0","right","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,12,-1,3,3,"0.0","right","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,13,2,0,2,"0.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,14,-1,1,1,"1.0","right","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,15,1,2,1,"1.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,16,1,2,1,"1.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,17,-1,2,2,"1.0","right","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,18,0,1,1,"0.0","right","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,19,0,2,2,"1.0","right","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,20,2,-1,2,"0.0","left","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,21,0,-1,0,"0.0","left","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,22,1,0,1,"0.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,23,0,2,2,"1.0","right","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,24,2,3,2,"0.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,25,-1,1,1,"1.0","right","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,26,2,0,2,"1.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,27,1,3,1,"0.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,28,-1,1,1,"1.0","right","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,29,-1,3,3,"1.0","right","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,30,3,-1,3,"1.0","left","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,31,-1,3,3,"0.0","right","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,32,3,-1,3,"1.0","left","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,33,2,3,2,"1.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,34,3,1,1,"1.0","right","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,35,2,3,2,"1.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,36,-1,2,2,"1.0","right","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,37,1,-1,1,"0.0","left","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,38,-1,0,0,"1.0","right","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,39,-1,0,0,"1.0","right","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,40,1,0,1,"1.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,41,0,-1,0,"1.0","left","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,42,-1,1,1,"0.0","right","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,43,-1,0,0,"0.0","right","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,44,3,-1,3,"0.0","left","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",1,45,1,2,1,"0.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,46,0,3,0,"0.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,47,2,1,2,"1.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",1,48,3,0,0,"0.0","right","free"
"7m5dm5t0t1ajd53h8ef4p4pz",2,1,3,0,3,"1.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",2,2,1,0,1,"1.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",2,3,2,-1,2,"1.0","left","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",2,4,2,-1,2,"1.0","left","forced"
"7m5dm5t0t1ajd53h8ef4p4pz",2,5,1,3,1,"0.0","left","free"
"7m5dm5t0t1ajd53h8ef4p4pz",2,6,0,3,3,"1.0","right","free"
